time_stamp,altitude,temperature,pressure
near_x, linear_y, linear_z, gravity_x, gravity_y, gravity_z, quat_w, quat_x, quat_y, quat_z, gyro_x, gyro_y, gyro_z
148,-51.04,20.83,101939.69
18,-51.09,20.84,101939.92
145,-51.09,20.86,101939.23
14,-51.01,20.88,101939.41
141,-51.01,20.89,101939.24
10,-51.02,20.91,101939.45
138,-51.03,20.93,101939.37
7,-51.02,20.94,101939.20
133,-51.07,20.96,101940.79
3,-51.09,20.98,101939.73
130,-50.91,20.99,101938.84
0,-50.94,21.01,101938.80
128,-51.00,21.02,101939.03
253,-50.95,21.04,101938.33
124,-50.91,21.05,101938.38
250,-50.97,21.07,101939.70
119,-51.07,21.08,101939.70
247,-51.10,21.10,101940.48
116,-51.09,21.11,101940.72
243,-51.19,21.13,101940.76
112,-51.18,21.14,101940.70
239,-51.14,21.15,101940.86
108,-51.18,21.17,101940.90
235,-51.14,21.18,101940.09
105,-51.13,21.19,101940.45
231,-51.10,21.21,101939.90
101,-51.13,21.22,101940.83
228,-51.18,21.23,101941.70
97,-51.20,21.25,101940.95
226,-51.17,21.26,101942.05
95,-51.21,21.27,101942.05
222,-51.31,21.29,101942.32
92,-51.25,21.30,101942.48
224,-51.23,21.31,101941.86
94,-51.27,21.32,101941.35
220,-51.19,21.33,101941.36
90,-51.20,21.35,101941.25
217,-51.24,21.36,101941.91
87,-51.24,21.37,101942.37
213,-51.25,21.38,101942.14
89,-51.21,21.39,101941.17
214,-51.12,21.40,101941.36
63,-51.18,21.42,101941.48
190,-51.14,21.43,101940.68
59,-51.13,21.44,101940.59
186,-51.16,21.45,101941.12
56,-51.16,21.46,101940.83
183,-51.21,21.47,101940.80
53,-51.12,21.48,101940.81
180,-51.19,21.49,101941.77
49,-51.24,21.50,101941.67
175,-51.22,21.51,101941.43
52,-51.18,21.52,101941.05
157,-51.20,21.53,101942.15
27,-51.25,21.54,101942.03
153,-51.21,21.55,101941.75
23,-51.21,21.56,101941.63
149,-51.23,21.57,101941.15
20,-51.22,21.58,101959.84
147,-51.95,21.59,101948.46
16,-51.65,21.60,101945.11
142,-51.43,21.61,101943.98
13,-51.27,21.62,101941.93
138,-51.26,21.63,101941.02
9,-51.13,21.63,101941.01
114,-51.13,21.64,101939.57
241,-51.06,21.65,101939.70
111,-51.05,21.66,101940.95
6,1486.16,23.69,101957.03
18,-52.44,21.58,101956.70
30,-52.45,21.59,101956.49
42,-52.47,21.59,101956.48
55,-52.38,21.59,101954.72
67,-52.23,21.59,101953.17
79,-52.14,21.59,101952.41
90,-52.06,21.58,101951.30
101,-51.99,21.58,101950.38
146,-51.87,21.58,101949.09
15,-51.84,21.57,101949.66
121,-51.92,21.56,101950.52
225,-51.99,21.55,101954.18
95,-52.38,21.54,101959.18
202,-52.76,21.54,101963.85
50,-53.20,21.53,101966.91
177,-53.33,21.52,101966.33
47,-53.30,21.51,101966.02
172,-53.12,21.51,101964.31
24,1486.16,23.69,101990.20
35,-55.22,21.46,101990.48
47,-55.25,21.47,101990.02
59,-55.27,21.47,101990.83
72,-55.22,21.47,101989.99
84,-55.16,21.47,101989.55
10,1486.16,23.69,101271.11
21,4.48,21.56,101272.27
33,4.31,21.56,101273.12
46,4.28,21.57,101272.98
58,4.39,21.58,101272.06
70,4.38,21.58,101272.55
81,4.33,21.58,101273.18
93,4.37,21.58,101273.15
105,4.28,21.59,101272.85
149,4.30,21.59,101273.00
18,4.38,21.60,101271.98
157,4.40,21.61,101272.05
36,4.43,21.63,101271.84
175,4.40,21.65,101273.00
54,4.28,21.67,101272.67
193,4.43,21.68,101271.59
84,4.45,21.71,101271.54
219,4.46,21.73,101271.95
89,4.46,21.75,101271.48
214,4.45,21.78,101271.48
64,4.48,21.80,101271.15
190,4.45,21.83,101271.94
40,4.35,21.86,101272.67
144,4.38,21.88,101272.38
15,4.41,21.91,101271.88
141,4.45,21.94,101272.17
11,4.41,21.97,101272.41
150,4.45,22.00,101271.73
29,4.43,22.03,101271.55
168,4.54,22.06,101271.59
47,4.44,22.09,101270.82
173,4.51,22.12,101270.45
44,4.55,22.15,101270.25
169,4.60,22.19,101269.25
39,4.65,22.22,101269.06
145,4.61,22.25,101269.66
16,4.58,22.28,101269.93
122,4.62,22.31,101269.86
248,4.63,22.35,101268.73
117,4.73,22.38,101267.02
244,4.87,22.41,101267.48
93,4.85,22.45,101266.41
218,4.87,22.48,101266.41
89,4.86,22.52,101267.16
216,4.81,22.56,101266.80
64,4.79,22.60,101267.40
203,4.74,22.65,101266.77
83,4.88,22.69,101266.91
208,4.80,22.74,101267.27
80,4.89,22.79,101265.20
205,4.98,22.84,101264.84
75,4.94,22.89,101266.12
202,4.86,22.93,101266.89
71,4.85,22.98,101266.88
198,4.83,23.03,101266.50
82,4.89,23.07,101267.11
217,4.87,23.12,101266.43
101,4.90,23.17,101265.44
236,4.98,23.22,101265.25
106,4.96,23.27,101264.36
234,5.11,23.33,101263.02
116,5.15,23.38,101263.65
251,5.19,23.43,101262.62
108,5.14,23.49,101262.56
212,5.25,23.54,101261.99
83,5.31,23.59,101262.50
222,5.19,23.64,101263.09
113,5.23,23.69,101263.28
4,5.07,23.75,101263.80
151,5.10,23.81,101263.07
43,5.15,23.87,101263.95
190,5.12,23.93,101262.83
88,5.23,23.98,101262.71
222,5.20,24.04,101261.84
105,5.24,24.09,101261.35
252,5.31,24.15,101262.25
131,5.28,24.20,101261.68
2,5.27,24.26,101261.83
148,5.14,24.31,101263.17
16,1486.16,23.69,101257.59
28,5.56,24.70,101259.41
40,5.47,24.71,101259.68
52,5.40,24.72,101259.54
65,5.53,24.73,101258.48
77,5.50,24.74,101259.25
85,5.48,24.75,101259.64
14,1486.16,23.69,101260.46
25,5.44,24.88,101259.77
37,5.42,24.89,101259.31
49,5.45,24.90,101259.27
62,5.57,24.91,101258.98
5,1486.16,23.69,101260.20
16,5.44,25.06,101259.94
28,5.40,25.07,101259.99
40,5.36,25.08,101260.28
53,5.40,25.09,101260.64
