# Simulation 5 (Up to date)
# 960 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s):  "Drogue Parachute"
#   Recovery device deployment at high speed (30.4 m/s):  "Main Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (m),CG location (m),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (m),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
105.063,1088.596,1088.596,-31.821,31.821,0.049,0.049,1000.418,0.966,1000.419,89.945,0.013,4.18e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.314,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,7.924,889.322,0.001,336.101,0.095,5.516e6,0.157,192.898,0.5,0.603,0.004
105.563,1072.692,1072.692,-31.796,31.796,0.049,0.049,1000.425,0.966,1000.425,89.945,0.013,4.161e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.312,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.028,891.013,0.001,336.164,0.095,5.518e6,0.157,192.898,0.5,0.604,0.004
106.063,1056.8,1056.8,-31.772,31.772,0.049,0.049,1000.431,0.966,1000.432,89.945,0.013,4.142e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.309,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.131,892.704,0.001,336.226,0.094,5.521e6,0.157,192.898,0.5,0.604,0.004
106.563,1040.92,1040.92,-31.747,31.747,0.049,0.049,1000.438,0.966,1000.438,89.945,0.013,4.123e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.307,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.234,894.393,0.001,336.289,0.094,5.523e6,0.157,192.898,0.5,0.604,0.004
107.063,1025.053,1025.053,-31.723,31.723,0.048,0.048,1000.445,0.966,1000.445,89.945,0.013,4.104e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.304,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.337,896.081,0.001,336.351,0.094,5.526e6,0.157,192.898,0.5,0.604,0.004
107.563,1009.197,1009.197,-31.699,31.699,0.048,0.048,1000.451,0.966,1000.452,89.945,0.013,4.085e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.302,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.44,897.767,0.001,336.414,0.094,5.528e6,0.157,192.898,0.5,0.605,0.004
108.063,993.354,993.354,-31.675,31.675,0.048,0.048,1000.458,0.966,1000.458,89.945,0.013,4.083e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.306,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.543,899.488,0.001,336.476,0.094,5.531e6,0.157,192.898,0.5,0.605,0.004
108.563,977.523,977.523,-31.65,31.65,0.049,0.049,1000.464,0.966,1000.465,89.945,0.013,4.1e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.318,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.646,901.257,0.001,336.538,0.094,5.534e6,0.157,192.898,0.5,0.605,0.004
109.063,961.704,961.704,-31.626,31.626,0.049,0.049,1000.471,0.966,1000.471,89.945,0.013,4.112e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.326,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.749,903.024,0.001,336.601,0.094,5.537e6,0.157,192.898,0.5,0.606,0.004
109.563,945.897,945.897,-31.601,31.601,0.05,0.05,1000.478,0.966,1000.478,89.945,0.013,4.119e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.33,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.852,904.79,0.001,336.663,0.094,5.54e6,0.157,192.898,0.5,0.606,0.004
110.063,930.103,930.103,-31.576,31.576,0.05,0.05,1000.484,0.966,1000.485,89.945,0.013,4.121e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.332,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,8.954,906.555,0.001,336.725,0.094,5.543e6,0.157,192.898,0.5,0.606,0.004
110.563,914.321,914.321,-31.551,31.551,0.05,0.05,1000.491,0.966,1000.491,89.945,0.013,4.121e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.333,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.057,908.318,0.001,336.787,0.094,5.546e6,0.157,192.898,0.5,0.606,0.004
111.063,898.551,898.551,-31.526,31.526,0.05,0.05,1000.497,0.966,1000.498,89.945,0.013,4.117e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.333,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.159,910.08,0.001,336.85,0.094,5.548e6,0.157,192.898,0.5,0.606,0.004
111.563,882.794,882.794,-31.502,31.502,0.05,0.05,1000.504,0.966,1000.504,89.945,0.013,4.111e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.789,0,1.638,-10.454,0,0,175.332,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.262,911.841,0.001,336.912,0.094,5.551e6,0.157,192.898,0.5,0.606,0.004
112.063,867.05,867.05,-31.477,31.477,0.049,0.049,1000.51,0.966,1000.511,89.945,0.013,4.103e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.33,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.364,913.6,0.001,336.974,0.093,5.554e6,0.157,192.898,0.5,0.606,0.004
112.563,851.317,851.317,-31.452,31.452,0.049,0.049,1000.517,0.966,1000.517,89.945,0.013,4.093e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.328,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.466,915.357,0.001,337.036,0.093,5.557e6,0.157,192.898,0.5,0.607,0.004
113.063,835.597,835.597,-31.428,31.428,0.049,0.049,1000.523,0.966,1000.524,89.945,0.013,4.082e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.326,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.569,917.114,0.001,337.097,0.093,5.559e6,0.157,192.898,0.5,0.607,0.004
113.563,819.89,819.89,-31.403,31.403,0.049,0.049,1000.53,0.966,1000.53,89.945,0.013,4.07e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.324,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.671,918.869,0.001,337.159,0.093,5.562e6,0.157,192.898,0.5,0.607,0.004
114.063,804.194,804.194,-31.379,31.379,0.049,0.049,1000.536,0.966,1000.537,89.945,0.013,4.056e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.322,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.773,920.622,0.001,337.221,0.093,5.565e6,0.157,192.898,0.5,0.607,0.004
114.563,788.511,788.511,-31.354,31.354,0.049,0.049,1000.543,0.966,1000.543,89.945,0.013,4.042e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.319,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.875,922.374,0.001,337.283,0.093,5.567e6,0.157,192.898,0.5,0.608,0.004
115.063,772.84,772.84,-31.33,31.33,0.048,0.048,1000.549,0.966,1000.55,89.945,0.013,4.027e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.317,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,9.977,924.125,0.001,337.345,0.093,5.57e6,0.157,192.898,0.5,0.608,0.004
115.563,757.181,757.181,-31.306,31.306,0.048,0.048,1000.556,0.966,1000.556,89.945,0.013,4.012e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.315,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.078,925.875,0.001,337.406,0.093,5.573e6,0.157,192.898,0.5,0.608,0.004
116.063,741.535,741.535,-31.282,31.282,0.048,0.048,1000.562,0.966,1000.562,89.945,0.013,3.996e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.312,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.18,927.623,0.001,337.468,0.093,5.575e6,0.157,192.898,0.5,0.608,0.004
116.563,725.9,725.9,-31.258,31.258,0.048,0.048,1000.568,0.966,1000.569,89.945,0.013,3.98e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.31,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.282,929.37,0.001,337.53,0.093,5.578e6,0.157,192.898,0.5,0.608,0.004
117.063,710.277,710.277,-31.234,31.234,0.048,0.048,1000.575,0.966,1000.575,89.945,0.013,3.964e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.308,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.383,931.115,0.001,337.591,0.093,5.581e6,0.157,192.898,0.5,0.609,0.004
117.563,694.666,694.666,-31.21,31.21,0.047,0.047,1000.581,0.966,1000.582,89.945,0.013,3.948e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.305,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.485,932.859,0.001,337.653,0.092,5.583e6,0.157,192.898,0.5,0.609,0.004
118.063,679.067,679.067,-31.186,31.186,0.047,0.047,1000.588,0.966,1000.588,89.945,0.013,3.931e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.303,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.586,934.602,0.001,337.714,0.092,5.586e6,0.157,192.898,0.5,0.609,0.004
118.563,663.48,663.48,-31.162,31.162,0.047,0.047,1000.594,0.966,1000.595,89.945,0.013,3.914e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.301,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.687,936.343,0.001,337.775,0.092,5.588e6,0.157,192.898,0.5,0.609,0.004
119.063,647.905,647.905,-31.139,31.139,0.047,0.047,1000.6,0.966,1000.601,89.945,0.013,3.897e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.298,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.789,938.084,0.001,337.837,0.092,5.591e6,0.157,192.898,0.5,0.609,0.004
119.563,632.341,632.341,-31.115,31.115,0.047,0.047,1000.607,0.966,1000.607,89.945,0.013,3.88e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.296,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.89,939.822,0.001,337.898,0.092,5.594e6,0.157,192.898,0.5,0.609,0.004
120.063,616.79,616.79,-31.092,31.092,0.047,0.047,1000.613,0.966,1000.614,89.945,0.013,3.864e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.294,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,10.991,941.56,0.001,337.959,0.092,5.596e6,0.157,192.898,0.5,0.609,0.004
120.563,601.249,601.249,-31.069,31.069,0.046,0.046,1000.619,0.966,1000.62,89.945,0.013,3.847e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.291,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.092,943.296,0.001,338.021,0.092,5.599e6,0.157,192.898,0.5,0.609,0.004
121.063,585.721,585.721,-31.045,31.045,0.046,0.046,1000.626,0.966,1000.626,89.945,0.013,3.83e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.289,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.193,945.031,0.001,338.082,0.092,5.601e6,0.157,192.898,0.5,0.61,0.004
121.563,570.204,570.204,-31.022,31.022,0.046,0.046,1000.632,0.966,1000.633,89.945,0.013,3.813e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.287,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.294,946.765,0.001,338.143,0.092,5.604e6,0.157,192.898,0.5,0.61,0.004
122.063,554.699,554.699,-30.999,30.999,0.046,0.046,1000.638,0.966,1000.639,89.945,0.013,3.796e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.79,0,1.638,-10.454,0,0,175.285,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.394,948.497,0.001,338.204,0.092,5.606e6,0.157,192.898,0.5,0.61,0.004
122.563,539.205,539.205,-30.976,30.976,0.046,0.046,1000.645,0.966,1000.645,89.945,0.013,3.779e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.283,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.495,950.228,0.001,338.265,0.092,5.609e6,0.157,192.898,0.5,0.61,0.004
123.063,523.722,523.722,-30.953,30.953,0.046,0.046,1000.651,0.966,1000.652,89.945,0.013,3.763e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.281,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.596,951.958,0.001,338.326,0.091,5.611e6,0.157,192.898,0.5,0.61,0.004
123.563,508.251,508.251,-30.931,30.931,0.045,0.045,1000.657,0.966,1000.658,89.945,0.013,3.746e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.278,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.696,953.686,0.001,338.387,0.091,5.614e6,0.157,192.898,0.5,0.61,0.004
124.063,492.792,492.792,-30.908,30.908,0.046,0.046,1000.664,0.966,1000.664,89.945,0.013,3.747e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.284,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.797,955.454,0.001,338.448,0.091,5.616e6,0.157,192.898,0.5,0.61,0.004
124.563,477.344,477.344,-30.885,30.885,0.046,0.046,1000.67,0.966,1000.67,89.945,0.013,3.763e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.295,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.897,957.266,0.001,338.509,0.091,5.619e6,0.157,192.898,0.5,0.611,0.004
125.063,461.907,461.907,-30.862,30.862,0.047,0.047,1000.676,0.966,1000.677,89.945,0.013,3.774e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.302,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,11.998,959.076,0.001,338.569,0.091,5.622e6,0.157,192.898,0.5,0.611,0.004
125.563,446.482,446.482,-30.839,30.839,0.047,0.047,1000.682,0.966,1000.683,89.945,0.012,3.781e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.306,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.098,960.885,0.001,338.63,0.091,5.625e6,0.157,192.898,0.5,0.611,0.004
126.063,431.068,431.068,-30.815,30.815,0.047,0.047,1000.689,0.966,1000.689,89.945,0.012,3.784e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.308,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.198,962.693,0.001,338.691,0.091,5.628e6,0.157,192.898,0.5,0.611,0.004
126.563,415.666,415.666,-30.792,30.792,0.047,0.047,1000.695,0.966,1000.695,89.945,0.012,3.784e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.308,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.298,964.499,0.001,338.752,0.091,5.631e6,0.157,192.898,0.5,0.611,0.004
127.063,400.276,400.276,-30.768,30.768,0.047,0.047,1000.701,0.966,1000.702,89.945,0.012,3.781e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.308,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.398,966.304,0.001,338.812,0.091,5.633e6,0.157,192.898,0.5,0.611,0.004
127.563,384.898,384.898,-30.745,30.745,0.047,0.047,1000.707,0.966,1000.708,89.945,0.012,3.775e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.307,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.498,968.108,0.001,338.873,0.091,5.636e6,0.157,192.898,0.5,0.611,0.004
128.063,369.531,369.531,-30.722,30.722,0.047,0.047,1000.714,0.966,1000.714,89.945,0.012,3.768e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.306,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.598,969.91,0.001,338.933,0.091,5.639e6,0.157,192.898,0.5,0.612,0.004
128.563,354.176,354.176,-30.698,30.698,0.046,0.046,1000.72,0.966,1000.72,89.945,0.012,3.76e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.304,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.698,971.711,0.001,338.994,0.091,5.641e6,0.157,192.898,0.5,0.612,0.004
129.063,338.833,338.833,-30.675,30.675,0.046,0.046,1000.726,0.966,1000.726,89.945,0.012,3.75e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.302,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.798,973.511,0.001,339.054,0.09,5.644e6,0.157,192.898,0.5,0.612,0.004
129.563,323.501,323.501,-30.652,30.652,0.046,0.046,1000.732,0.966,1000.733,89.945,0.012,3.739e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.3,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.897,975.309,0.001,339.115,0.09,5.647e6,0.157,192.898,0.5,0.612,0.004
130.063,308.181,308.181,-30.629,30.629,0.046,0.046,1000.738,0.966,1000.739,89.945,0.012,3.727e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.298,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.997,977.106,0.001,339.175,0.09,5.649e6,0.157,192.898,0.5,0.612,0.004
130.563,292.872,292.872,-30.606,30.606,0.046,0.046,1000.744,0.966,1000.745,89.945,0.012,3.714e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.296,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.096,978.901,0.001,339.235,0.09,5.652e6,0.157,192.898,0.5,0.612,0.004
131.063,277.574,277.574,-30.583,30.583,0.046,0.046,1000.751,0.966,1000.751,89.945,0.012,3.701e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.294,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.196,980.695,0.001,339.296,0.09,5.654e6,0.157,192.898,0.5,0.612,0.004
131.563,262.289,262.289,-30.56,30.56,0.045,0.045,1000.757,0.966,1000.757,89.945,0.012,3.687e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.292,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.295,982.488,0.001,339.356,0.09,5.657e6,0.157,192.898,0.5,0.613,0.004
132.063,247.014,247.014,-30.538,30.538,0.045,0.045,1000.763,0.966,1000.763,89.945,0.012,3.673e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.29,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.394,984.279,0.001,339.416,0.09,5.66e6,0.157,192.898,0.5,0.613,0.004
132.563,231.751,231.751,-30.515,30.515,0.045,0.045,1000.769,0.966,1000.769,89.945,0.012,3.659e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.791,0,1.638,-10.454,0,0,175.288,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.494,986.07,0.001,339.476,0.09,5.662e6,0.157,192.898,0.5,0.613,0.004
133.063,216.499,216.499,-30.493,30.493,0.045,0.045,1000.775,0.966,1000.776,89.945,0.012,3.645e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,175.286,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.593,987.858,0.001,339.536,0.09,5.665e6,0.157,192.898,0.5,0.613,0.004
